MAG_ID,Stage I,Stage II,Stage III
bin.104,0.0,0.39285714285714285,0.0
bin.138,0.0,0.5357142857142857,0.0
bin.60,0.0,0.5357142857142857,0.0
bin.155,0.0,0.25,0.14285714285714285
bin.33,0.0,0.25,0.0
bin.93,0.0,0.42857142857142855,0.0
bin.18,0.0,0.39285714285714285,0.0
bin.153,0.25,0.9285714285714286,0.5714285714285714
