depth_bin,HA/O,AC/CAM,B/FD,F/SIM,MG,SR/SR,NR/D,Stage I_raw,Stage I_soft,Stage II_raw,Stage II_soft,Stage III_raw,Stage III_soft
0-1.5 m,0.05332640193586024,0.0,0.30612511361254313,0.248468948894261,0.08277561620888552,0.03454924009548082,0.0,0.05332640193586024,0.07352877765682375,0.5545940625068041,0.7646985739053799,0.11732485630436634,0.16177264843779648
1.5-3.0 m,0.14980232683684647,0.0,0.23157650072913852,0.2260880760166651,0.1812235163084333,0.1409971916319869,0.0,0.14980232683684647,0.1611318952518161,0.45766457674580363,0.4922778050102549,0.32222070794042024,0.346590299737929
3.0-5.0 m,0.040854787416411735,0.0,0.2761544657260397,0.23169196244801255,0.1548590124407916,0.08060121495920822,0.0,0.040854787416411735,0.05209996969579206,0.5078464281740522,0.6476299398722518,0.2354602273999998,0.3002700904319562
