MAG_ID,Stage I,Stage II,Stage III
bin.151,0.0,0.8859934853420195,0.11400651465798045
bin.216,0.0,0.6601941747572815,0.3398058252427184
bin.239,0.0,1.0,0.0
bin.111,0.0,1.0,0.0
bin.214,0.0,0.5991189427312775,0.4008810572687225
bin.189,0.0,1.0,0.0
bin.140,0.0,0.3383084577114428,0.6616915422885572
bin.24,0.0,0.5190839694656488,0.48091603053435117
bin.181,0.625,0.1875,0.1875
