MAG_ID,Stage I,Stage II,Stage III
bin.104,0.0,1.0,0.0
bin.138,0.0,1.0,0.0
bin.60,0.0,1.0,0.0
bin.155,0.0,0.6363636363636364,0.36363636363636365
bin.33,0.0,1.0,0.0
bin.93,0.0,1.0,0.0
bin.18,0.0,1.0,0.0
bin.153,0.14285714285714285,0.5306122448979592,0.32653061224489793
