MAG_ID,HA/O,AC/CAM,B/FD,F/SIM,MG,SR/SR,NR/D
bin.151,0.0,0.0,0.4,0.5714285714285714,0.125,0.0,0.0
bin.216,0.0,0.0,0.2,0.2857142857142857,0.25,0.0,0.0
bin.239,0.0,0.0,0.6,0.0,0.0,0.0,0.0
bin.111,0.0,0.0,0.2,0.2857142857142857,0.0,0.0,0.0
bin.214,0.0,0.0,0.2,0.2857142857142857,0.125,0.2,0.0
bin.189,0.0,0.0,0.2,0.42857142857142855,0.0,0.0,0.0
bin.140,0.0,0.0,0.2,0.2857142857142857,0.75,0.2,0.0
bin.24,0.0,0.0,0.2,0.2857142857142857,0.25,0.2,0.0
bin.181,0.6666666666666666,0.0,0.2,0.0,0.0,0.2,0.0
